"Rk","Team","Span.Started","Span.Ended","Final.Record","Postseason","G","W","L","W.L.","MP","AST","STL","BLK","TOV","PF","AST_opp","STL_opp","BLK_opp","TOV_opp","PF_opp","MP_opp","FG","FGA","FG.","X2P","X2PA","X2P.","X3P","X3PA","X3P.","FT","FTA","FT.","PTS","FG_opp","FGA_opp","FG._opp","X2P_opp","X2PA_opp","X2P._opp","X3P_opp","X3PA_opp","X3P._opp","FT_opp","FTA_opp","FT._opp","PTS_opp","ORB","DRB","TRB","ORB_opp","DRB_opp","TRB_opp","ORB_perc","TRB_perc","ORB_perc_opp","TRB_perc_opp","AST_perc","STL_perc","BLK_perc","TOV_perc","AST_perc_opp","STL_perc_opp","BLK_perc_opp","TOV_perc_opp","ORtg","FTr","X3PAr","TS_perc","eFG_perc","FTtoFGA","ORtg_opp","FTr_opp","X3PAr_opp","TS_perc_opp","eFG_perc_opp","FTtoFGA_opp","Y"
184,"CHI","2013-10-29","2014-01-24",0.585365853658537,"Playoffs",42,21,21,0.5,244.761904761905,22.4047619047619,7.02380952380952,5.23809523809524,15.0238095238095,19.1904761904762,20.2619047619048,8.14285714285714,6.38095238095238,13.8333333333333,21.3809523809524,244.761904761905,34.6428571428571,81.1666666666667,0.427,28.7857142857143,63.8333333333333,0.451,5.85714285714286,17.3333333333333,0.338,17.8571428571429,23.1904761904762,0.77,93,35.6428571428571,82.6904761904762,0.0102619047619048,28.952380952381,64.4761904761905,0.449,6.69047619047619,18.2142857142857,0.367,15.0238095238095,19.9285714285714,0.754,93,12.3095238095238,32.9761904761905,45.2857142857143,11.1666666666667,30.7857142857143,41.9523809523809,28.6,48.1,25.3,48.1,64.7,7.7,8.1,14.1,56.8,8.9,10,13.1,101.7,0.286,0.214,0.509,0.463,0.22,101.7,0.241,0.22,0.508,0.471,0.182,"B"
185,"MIA","2012-10-30","2013-01-30",0.804878048780488,"Won Championship",42,29,13,0.69,243.571428571429,22.4047619047619,8.30952380952381,5,13.2857142857143,19.5952380952381,20.5,7.66666666666667,3.21428571428571,14.2619047619048,20.0238095238095,243.571428571429,38.6190476190476,78.9285714285714,0.489,30.2619047619048,57.2619047619048,0.528,8.35714285714286,21.6666666666667,0.386,17.1190476190476,22.6428571428571,0.756,102.714285714286,35.8333333333333,82.1428571428571,0.0103809523809524,27.7857142857143,59.8809523809524,0.464,8.04761904761905,22.2619047619048,0.361,16.9761904761905,22.1904761904762,0.765,96.6904761904762,8.54761904761905,30.8809523809524,39.4285714285714,11.5714285714286,29.8809523809524,41.4523809523809,22.2,51.3,27.3,51.3,58,9.1,8.3,13,57.2,8.4,5.6,13.4,112,0.287,0.275,0.578,0.542,0.217,105.5,0.27,0.271,0.526,0.485,0.207,"A"
186,"BRK","2017-10-18","2018-01-12",0.341463414634146,"",42,16,26,0.381,241.190476190476,22.3809523809524,6.52380952380952,4.09523809523809,14.952380952381,20.5714285714286,20.9761904761905,7.83333333333333,5.69047619047619,12.7380952380952,20.9285714285714,241.190476190476,37.9761904761905,86.9047619047619,0.437,26.0952380952381,52.9523809523809,0.493,11.8809523809524,33.9523809523809,0.35,18.1666666666667,23.9047619047619,0.76,106,41.0714285714286,89.2857142857143,0.010952380952381,31.9285714285714,63.3333333333333,0.504,9.14285714285714,25.952380952381,0.352,17.547619047619,22.952380952381,0.765,108.833333333333,10.2142857142857,35.4047619047619,45.6190476190476,9.97619047619048,35.9761904761905,45.9523809523809,22.1,50.2,22,50.2,58.9,6.5,6.5,13.3,51.1,7.8,10.7,11.4,106.2,0.275,0.391,0.544,0.505,0.209,109,0.257,0.291,0.548,0.511,0.197,"D"
187,"POR","2016-10-25","2017-01-13",0.5,"Playoffs",42,18,24,0.429,242.97619047619,22.3809523809524,6.95238095238095,5.07142857142857,13.0952380952381,22,20.8095238095238,8.11904761904762,5.09523809523809,12.7380952380952,19.6904761904762,242.97619047619,39.5952380952381,86.1904761904762,0.459,29.1904761904762,57.3809523809524,0.509,10.4047619047619,28.8095238095238,0.361,18.5,23.7142857142857,0.78,108.095238095238,39.3571428571429,86.3333333333333,0.0108571428571429,29.5238095238095,60.2380952380952,0.49,9.83333333333333,26.0952380952381,0.377,21.8809523809524,27.6904761904762,0.79,110.428571428571,9.5,32.9285714285714,42.4285714285714,10.4047619047619,34.1904761904762,44.5952380952381,21.7,51.2,24,51.2,56.5,7.1,8.4,11.9,52.9,8.3,8.9,11.4,110.3,0.275,0.334,0.559,0.52,0.215,112.7,0.321,0.302,0.56,0.513,0.253,"C"
188,"LAC","2010-10-27","2011-01-20",0.390243902439024,"",42,16,26,0.381,241.785714285714,22.3571428571429,6.92857142857143,4.78571428571429,15.5714285714286,21.5714285714286,22.0714285714286,8.04761904761905,5.33333333333333,12.7142857142857,22.5952380952381,241.785714285714,37.0238095238095,80.6428571428571,0.459,30.5952380952381,61.7857142857143,0.495,6.42857142857143,18.8571428571429,0.341,18.7380952380952,27.2619047619048,0.687,99.2142857142857,36.3571428571429,80.1190476190476,0.0108095238095238,28.5952380952381,60.0476190476191,0.476,7.76190476190476,20.0714285714286,0.387,21,26.9761904761905,0.778,101.47619047619,12.4761904761905,31.047619047619,43.5238095238095,10.4285714285714,28.8571428571429,39.2857142857143,30.2,47.4,25.1,47.4,60.4,7.5,8,14.4,60.7,8.7,8.6,12.1,107.4,0.338,0.234,0.535,0.499,0.232,109.9,0.337,0.251,0.552,0.502,0.262,"D"
189,"DEN","2013-10-30","2014-01-25",0.439024390243902,"",42,21,21,0.5,240,22.3333333333333,7.11904761904762,5.85714285714286,14.2619047619048,22.6428571428571,21.4285714285714,7.40476190476191,5.54761904761905,13.0952380952381,21.2380952380952,240,38.2380952380952,84.6904761904762,0.452,30,61.9761904761905,0.484,8.23809523809524,22.7142857142857,0.363,18.7857142857143,25.8571428571429,0.727,103.5,38.4761904761905,86.6666666666667,0.0105714285714286,31.5952380952381,66.1428571428571,0.478,6.88095238095238,20.5238095238095,0.335,18.952380952381,25.3333333333333,0.748,102.785714285714,12.1666666666667,33.5,45.6666666666667,12.047619047619,31.8809523809524,43.9285714285714,27.6,49,26.5,49,58.4,7.4,8.9,12.9,55.7,7.7,9,11.8,108,0.305,0.268,0.539,0.5,0.222,107.2,0.292,0.237,0.525,0.484,0.219,"D"
190,"DEN","2015-10-28","2016-01-19",0.402439024390244,"",42,16,26,0.381,241.190476190476,22.3095238095238,6.97619047619048,4.78571428571429,14.2380952380952,20.5714285714286,23.1904761904762,8.23809523809524,6.42857142857143,13.3809523809524,21.1904761904762,241.190476190476,36.7380952380952,85.1190476190476,0.432,28.6428571428571,61.2619047619048,0.468,8.09523809523809,23.8571428571429,0.339,17.8333333333333,23.5,0.759,99.4047619047619,38.3333333333333,83.0238095238095,0.011,29.4047619047619,59.5476190476191,0.494,8.92857142857143,23.4761904761905,0.38,17.952380952381,23.9761904761905,0.749,103.547619047619,12.1666666666667,32.5714285714286,44.7380952380952,9.71428571428571,32.9523809523809,42.6666666666667,27,48.8,23,48.8,60.7,7.4,8,13,60.5,8.7,10.5,12.5,104.7,0.276,0.28,0.521,0.479,0.21,109.1,0.289,0.283,0.553,0.515,0.216,"D"
191,"MEM","2014-10-29","2015-01-21",0.670731707317073,"Playoffs",42,30,12,0.714,245.357142857143,22.2857142857143,8.14285714285714,4.40476190476191,12.5952380952381,19.7142857142857,19.9761904761905,7.09523809523809,5.40476190476191,14.452380952381,20.9761904761905,245.357142857143,38.8333333333333,83.5952380952381,0.465,33.3571428571429,67.7142857142857,0.493,5.47619047619048,15.8809523809524,0.345,18.3809523809524,23.7142857142857,0.775,101.52380952381,36.6428571428571,82.3333333333333,0.0105952380952381,28.047619047619,58.5238095238095,0.479,8.59523809523809,23.8095238095238,0.361,15.8333333333333,21.1904761904762,0.747,97.7142857142857,10.3809523809524,32.3333333333333,42.7142857142857,10.9761904761905,31.6666666666667,42.6428571428571,24.7,50,25.3,50,57.4,8.7,7.5,11.8,54.5,7.6,8,13.6,108.8,0.284,0.19,0.54,0.497,0.22,104.7,0.257,0.289,0.533,0.497,0.192,"B"
192,"SAS","2011-12-26","2012-03-16",0.757575757575758,"Division Champ",42,29,13,0.69,242.380952380952,22.2857142857143,7,4.35714285714286,12.9285714285714,17.1666666666667,19.5238095238095,7.42857142857143,5.09523809523809,12.8571428571429,19.5714285714286,242.380952380952,38.3571428571429,82.2857142857143,0.466,30.0714285714286,61.5476190476191,0.489,8.28571428571429,20.7380952380952,0.4,15.8333333333333,21.952380952381,0.721,100.833333333333,37.9523809523809,83.5714285714286,0.0108095238095238,31.3809523809524,65.2857142857143,0.481,6.57142857142857,18.2857142857143,0.359,14.0714285714286,18.6666666666667,0.754,96.5476190476191,10.0952380952381,31.8809523809524,41.9761904761905,10.1904761904762,31.6428571428571,41.8333333333333,24.2,49.9,24.2,49.9,58.1,7.6,6.7,12.3,51.4,8,8.3,12.3,109.2,0.267,0.252,0.548,0.516,0.192,104.6,0.223,0.219,0.526,0.493,0.168,"A"
193,"MIL","2012-11-02","2013-01-26",0.463414634146341,"Playoffs",42,23,19,0.548,241.190476190476,22.2619047619048,8.5,7.5,13.9761904761905,19.0238095238095,22.5714285714286,8,4.26190476190476,15.4761904761905,19.8095238095238,241.190476190476,37.5476190476191,86.4523809523809,0.434,31.0952380952381,67.9523809523809,0.458,6.45238095238095,18.5,0.349,16.0238095238095,21.6428571428571,0.74,97.5714285714286,37.1904761904762,84,0.010547619047619,31.0952380952381,66.0952380952381,0.47,6.09523809523809,17.9047619047619,0.34,17.7142857142857,22.8809523809524,0.774,98.1904761904762,12.9047619047619,30.8809523809524,43.7857142857143,12.5238095238095,33,45.5238095238095,28.1,51,28.9,51,59.3,9,11.3,12.7,60.7,8.5,6.3,14.1,103.5,0.25,0.214,0.508,0.472,0.185,104.2,0.272,0.213,0.522,0.479,0.211,"C"
194,"DAL","2012-10-30","2013-01-20",0.5,"",42,18,24,0.429,245.952380952381,22.2619047619048,7.78571428571429,5.21428571428571,13.952380952381,21.2142857142857,21.9761904761905,9.21428571428571,4.57142857142857,14.3095238095238,19.5238095238095,245.952380952381,37.8333333333333,84.0476190476191,0.45,30.7857142857143,64.4047619047619,0.478,7.04761904761905,19.6428571428571,0.359,17.452380952381,21.9761904761905,0.794,100.166666666667,37.5,84.4523809523809,0.0105714285714286,29.2857142857143,62.1666666666667,0.471,8.21428571428571,22.2857142857143,0.369,19.7142857142857,26.1904761904762,0.753,102.928571428571,9.40476190476191,32.5,41.9047619047619,12.3809523809524,33.7142857142857,46.0952380952381,21.8,52.4,27.6,52.4,58.8,8.1,8.4,13,58.6,9.6,7.1,13,104.7,0.261,0.234,0.534,0.492,0.208,107.6,0.31,0.264,0.536,0.493,0.233,"C"
195,"BOS","2017-10-17","2018-01-05",0.670731707317073,"Playoffs",42,32,10,0.762,240.595238095238,22.2380952380952,7.52380952380952,4.54761904761905,13.2857142857143,20.1190476190476,20.0238095238095,6.88095238095238,3.97619047619048,13.4761904761905,19.1904761904762,240.595238095238,37.7380952380952,83.5714285714286,0.452,26.1666666666667,52.2380952380952,0.501,11.5714285714286,31.3333333333333,0.369,16.0714285714286,21.0714285714286,0.763,103.119047619048,36.2380952380952,83.8809523809524,0.0102857142857143,27.1666666666667,57.2380952380952,0.475,9.07142857142857,26.6428571428571,0.34,16.3571428571429,21.5,0.761,97.9047619047619,9,35.5,44.5,9.76190476190476,34.0238095238095,43.7857142857143,20.9,49.6,21.6,49.6,58.9,7.9,7.9,12.5,55.3,7.2,7.6,12.6,108.6,0.252,0.375,0.555,0.521,0.192,103.1,0.256,0.318,0.524,0.486,0.195,"B"
196,"PHI","2012-10-31","2013-01-22",0.414634146341463,"",42,17,25,0.405,241.785714285714,22.2380952380952,7.33333333333333,5.09523809523809,12.547619047619,18.9285714285714,22.5238095238095,7.28571428571429,4.59523809523809,13.8571428571429,16.8571428571429,241.785714285714,37.1666666666667,84.0714285714286,0.442,30.6904761904762,66.0238095238095,0.465,6.47619047619048,18.047619047619,0.359,12.3571428571429,17.1190476190476,0.722,93.1666666666667,36.7142857142857,80.6428571428571,0.0108333333333333,29.7142857142857,61.2619047619048,0.485,7,19.3809523809524,0.361,16.9761904761905,22.2380952380952,0.763,97.4047619047619,10.9047619047619,30.3333333333333,41.2380952380952,10.7619047619048,33.2380952380952,44,24.7,51.6,26.2,51.6,59.8,8.1,8.3,12,61.3,8,7,13.3,102.4,0.204,0.215,0.509,0.481,0.147,107,0.276,0.24,0.539,0.499,0.211,"D"
197,"HOU","2020-12-26","2021-03-22",0.236111111111111,"",42,12,30,0.286,240.595238095238,22.2142857142857,7.92857142857143,5.47619047619048,13.9761904761905,20,24,8.04761904761905,5.57142857142857,14.4285714285714,19.9047619047619,240.595238095238,38.5476190476191,88.5952380952381,0.435,25.4047619047619,48.4761904761905,0.524,13.1428571428571,40.1190476190476,0.328,16.8571428571429,22.6904761904762,0.743,107.095238095238,41.2619047619048,88.1904761904762,0.0111428571428571,28.6666666666667,54.3571428571429,0.527,12.5952380952381,33.8333333333333,0.372,18.2619047619048,23.4047619047619,0.78,113.380952380952,9.04761904761905,33.3333333333333,42.3809523809524,9.97619047619048,38.4523809523809,48.4285714285714,19,53.3,23,53.3,57.6,7.9,10.1,12.4,58.2,8,11.5,12.8,106.1,0.256,0.453,0.543,0.509,0.19,112.3,0.265,0.384,0.576,0.539,0.207,"D"
198,"UTA","2021-10-20","2022-01-12",0.597560975609756,"Division Champ",42,28,14,0.667,240,22.1904761904762,6.97619047619048,4.92857142857143,13.6428571428571,19.047619047619,23.047619047619,7.57142857142857,4.14285714285714,11.2857142857143,20.5238095238095,240,41.2142857142857,86.6190476190476,0.476,26.1666666666667,45.6904761904762,0.573,15.047619047619,40.9285714285714,0.368,17.6428571428571,22.8333333333333,0.773,115.119047619048,40.8095238095238,90.8571428571429,0.0106904761904762,29.1904761904762,56.5238095238095,0.516,11.6190476190476,34.3333333333333,0.338,14.3571428571429,18.9047619047619,0.759,107.595238095238,10.2857142857143,36.1428571428571,46.4285714285714,9.97619047619048,32.0476190476191,42.0238095238095,24.3,47.5,21.6,47.5,53.8,7.1,8.7,12.4,56.5,7.7,9.1,10.2,117.7,0.264,0.473,0.595,0.563,0.204,110,0.208,0.378,0.542,0.513,0.158,"B"
199,"MIL","2011-12-26","2012-03-12",0.46969696969697,"",42,18,24,0.429,240.595238095238,22.1666666666667,8.09523809523809,4.83333333333333,13.7857142857143,19.6428571428571,22.0238095238095,7.57142857142857,4.88095238095238,15.7380952380952,19.547619047619,240.595238095238,36.5,85.2142857142857,0.428,29.7142857142857,65.0952380952381,0.456,6.78571428571429,20.1190476190476,0.337,16.8095238095238,21.1666666666667,0.794,96.5952380952381,36.9523809523809,81.4285714285714,0.0108095238095238,30.0714285714286,62.1428571428571,0.484,6.88095238095238,19.2857142857143,0.357,17.7380952380952,23.547619047619,0.753,98.5238095238095,12.8333333333333,28.452380952381,41.2857142857143,12.4761904761905,32.6190476190476,45.0952380952381,28.2,52.2,30.5,52.2,60.7,8.8,7.8,12.7,59.6,8.2,7.5,14.6,104.5,0.248,0.236,0.511,0.468,0.197,106.6,0.289,0.237,0.537,0.496,0.218,"C"
200,"LAL","2010-10-26","2011-01-16",0.695121951219512,"Division Champ",42,30,12,0.714,240,22.1666666666667,7.76190476190476,5.23809523809524,13.2857142857143,19.452380952381,22.2619047619048,7.66666666666667,4.85714285714286,13.3809523809524,21.3095238095238,240,38.5238095238095,82.7380952380952,0.466,31.5952380952381,63.7619047619048,0.496,6.92857142857143,18.9761904761905,0.365,19.5,24.7857142857143,0.787,103.47619047619,36.6190476190476,84.2380952380952,0.0103571428571429,29.547619047619,63.5714285714286,0.465,7.07142857142857,20.6666666666667,0.342,15.8095238095238,20.7380952380952,0.762,96.1190476190476,12.2619047619048,32.4523809523809,44.7142857142857,12.2142857142857,28.8571428571429,41.0714285714286,29.8,47.9,27.3,47.9,57.5,8.4,8.2,12.4,60.8,8.3,7.6,12.5,112.6,0.3,0.229,0.552,0.507,0.236,104.6,0.246,0.245,0.515,0.477,0.188,"B"
201,"DET","2017-10-18","2018-01-15",0.475609756097561,"",42,22,20,0.524,240,22.1428571428571,7.76190476190476,3.47619047619048,13.2142857142857,18.3333333333333,24.3095238095238,7.19047619047619,5.23809523809524,14.9047619047619,17.7857142857143,240,38.7142857142857,86,0.45,27.8571428571429,57.7380952380952,0.482,10.8571428571429,28.2619047619048,0.384,14.0952380952381,18.7142857142857,0.753,102.380952380952,38.4761904761905,82.7142857142857,0.0110714285714286,28,54.7142857142857,0.512,10.4761904761905,28,0.374,14.4285714285714,18.5952380952381,0.776,101.857142857143,10,32.1190476190476,42.1190476190476,9.02380952380952,33.7857142857143,42.8095238095238,22.8,50.4,21.9,50.4,57.2,8.2,6.4,12.3,63.2,7.6,9.1,14.1,107.9,0.218,0.329,0.543,0.513,0.164,107.4,0.225,0.339,0.56,0.528,0.174,"C"
202,"ORL","2016-10-26","2017-01-14",0.353658536585366,"",42,17,25,0.405,241.190476190476,22.1428571428571,6.69047619047619,5.35714285714286,12.5714285714286,18.6904761904762,22.0952380952381,7.19047619047619,5.33333333333333,12.3571428571429,18.7142857142857,241.190476190476,37.9761904761905,86.4523809523809,0.439,29.0714285714286,60.1190476190476,0.484,8.90476190476191,26.3333333333333,0.338,14.5714285714286,20.3095238095238,0.717,99.4285714285714,39.3571428571429,85.7619047619048,0.0109285714285714,30.6428571428571,60.8809523809524,0.503,8.71428571428571,24.8809523809524,0.35,16.6904761904762,21.8095238095238,0.765,104.119047619048,9.92857142857143,32.9523809523809,42.8809523809524,9.97619047619048,35.3809523809524,45.3571428571429,21.9,51.4,23.2,51.4,58.3,7,8.8,11.6,56.1,7.5,8.9,11.5,104.1,0.235,0.305,0.521,0.491,0.169,109,0.254,0.29,0.546,0.51,0.195,"D"
203,"ORL","2021-10-20","2022-01-12",0.268292682926829,"",42,7,35,0.167,240.595238095238,22.0714285714286,6.78571428571429,4.73809523809524,14,19.952380952381,25.3095238095238,7.92857142857143,5.54761904761905,12.547619047619,18.2142857142857,240.595238095238,37.2619047619048,87.9523809523809,0.424,25.4761904761905,51.5238095238095,0.494,11.7857142857143,36.4285714285714,0.324,15.452380952381,19.6666666666667,0.786,101.761904761905,40.8095238095238,88.4047619047619,0.011,27.6428571428571,52.4523809523809,0.527,13.1666666666667,35.9523809523809,0.366,16.1428571428571,21.2619047619048,0.759,110.928571428571,9.80952380952381,34.1904761904762,44,10.4761904761905,35.8571428571429,46.3333333333333,21.5,51.3,23.5,51.3,59.2,6.9,9,12.7,62,8.1,10.8,11.4,104,0.224,0.414,0.527,0.491,0.176,113.4,0.241,0.407,0.567,0.536,0.183,"D"
204,"DET","2021-10-20","2022-01-16",0.280487804878049,"",42,10,32,0.238,241.190476190476,22.0238095238095,8.21428571428571,4.73809523809524,14.1666666666667,20.7857142857143,25.2619047619048,7.73809523809524,5.23809523809524,14.6666666666667,20.2619047619048,241.190476190476,36.6666666666667,87.8333333333333,0.417,25.5,52.2380952380952,0.488,11.1666666666667,35.5952380952381,0.314,16.9285714285714,21.8333333333333,0.775,101.428571428571,40.8809523809524,86.3809523809524,0.0112619047619048,28.6904761904762,53.1666666666667,0.54,12.1904761904762,33.2142857142857,0.367,17.3333333333333,22.547619047619,0.769,111.285714285714,10.3095238095238,32.3095238095238,42.6190476190476,9.97619047619048,37.0476190476191,47.0238095238095,21.8,52.5,23.6,52.5,60.1,8.3,8.9,12.7,61.8,7.8,10,13.2,102.8,0.249,0.405,0.52,0.481,0.193,112.8,0.261,0.385,0.578,0.544,0.201,"D"
205,"UTA","2019-10-23","2020-01-18",0.611111111111111,"Playoffs",42,29,13,0.69,240.595238095238,22.0238095238095,6.04761904761905,4.11904761904762,14.3333333333333,20.452380952381,20.8333333333333,7.5,4.88095238095238,12.1190476190476,20.8809523809524,240.595238095238,39.9047619047619,84.5952380952381,0.472,27.1190476190476,51.6190476190476,0.525,12.7857142857143,32.9761904761905,0.388,17.9047619047619,23.1190476190476,0.774,110.5,39.8333333333333,89.2857142857143,0.0106190476190476,29.2857142857143,58.4523809523809,0.501,10.547619047619,30.8333333333333,0.342,16.2142857142857,21.1666666666667,0.766,106.428571428571,8.71428571428571,36.6666666666667,45.3809523809524,9.73809523809524,33.7142857142857,43.4523809523809,20.5,48.9,21,48.9,55.2,6.1,7,13.1,52.3,7.6,9.5,10.9,112.1,0.273,0.39,0.583,0.547,0.212,108,0.237,0.345,0.54,0.505,0.182,"B"
206,"PHO","2012-10-31","2013-01-23",0.304878048780488,"",42,14,28,0.333,241.785714285714,22.0238095238095,7.90476190476191,5.73809523809524,13.5,20.5952380952381,22.1190476190476,7.45238095238095,5.35714285714286,14.3095238095238,18.3095238095238,241.785714285714,37.5476190476191,84.5714285714286,0.444,31.5238095238095,66.4047619047619,0.475,6.02380952380952,18.1666666666667,0.332,14.5,19.452380952381,0.745,95.6190476190476,38.4285714285714,82.3095238095238,0.0111190476190476,32.0714285714286,66,0.486,6.35714285714286,16.3095238095238,0.39,16.4285714285714,22.0952380952381,0.744,99.6428571428571,11.3809523809524,29.0238095238095,40.4047619047619,11.952380952381,31.7380952380952,43.6904761904762,26.4,52,29.2,52,58.7,8.6,8.7,12.7,57.6,8.1,8.1,13.5,103.8,0.23,0.215,0.513,0.48,0.171,108.1,0.268,0.198,0.541,0.505,0.2,"D"
207,"SAS","2017-10-18","2018-01-08",0.573170731707317,"Playoffs",42,28,14,0.667,240,21.952380952381,7.26190476190476,5.5,13.3809523809524,17.0714285714286,21.1190476190476,7.80952380952381,3.64285714285714,13.452380952381,19.4047619047619,240,38.4523809523809,83.7857142857143,0.459,29.5238095238095,59.3095238095238,0.498,8.92857142857143,24.4761904761905,0.365,15.8095238095238,20.3571428571429,0.777,101.642857142857,37.8095238095238,83.6904761904762,0.0107619047619048,28.6666666666667,57.6190476190476,0.498,9.14285714285714,26.0714285714286,0.351,13.6190476190476,18.547619047619,0.734,98.3809523809524,10.1190476190476,34.2380952380952,44.3571428571429,9,32.8095238095238,41.8095238095238,23.6,48.5,20.8,48.5,57.1,7.7,9.5,12.6,55.9,8.3,6.1,12.8,108,0.243,0.292,0.548,0.512,0.189,104.5,0.222,0.312,0.536,0.506,0.163,"B"
208,"TOR","2010-10-27","2011-01-19",0.268292682926829,"",42,13,29,0.31,240,21.952380952381,7.19047619047619,3.9047619047619,14.6428571428571,21.9047619047619,22.4761904761905,7.90476190476191,5.52380952380952,13.9285714285714,20.2380952380952,240,38.7619047619048,82.4285714285714,0.47,33.8333333333333,67.2619047619048,0.503,4.92857142857143,15.1666666666667,0.325,17.6666666666667,24,0.736,100.119047619048,39.0476190476191,80.7380952380952,0.0115238095238095,32.8095238095238,63.9047619047619,0.513,6.23809523809524,16.8333333333333,0.371,20.1190476190476,25.8809523809524,0.777,104.452380952381,11.9047619047619,28.7380952380952,40.6428571428571,10.7142857142857,29.5714285714286,40.2857142857143,28.7,49.8,27.2,49.8,56.6,7.7,6.1,13.6,57.6,8.5,8.2,13.1,107.5,0.291,0.184,0.538,0.5,0.214,112.2,0.321,0.208,0.567,0.522,0.249,"D"
209,"CLE","2015-10-27","2016-01-23",0.695121951219512,"Won Championship",42,30,12,0.714,242.380952380952,21.9285714285714,6.76190476190476,3.76190476190476,13.1190476190476,20.2857142857143,20.8809523809524,6.92857142857143,4.66666666666667,13.0952380952381,20.7142857142857,242.380952380952,37.3809523809524,83.1666666666667,0.449,27.4047619047619,55.0476190476191,0.498,9.97619047619048,28.1190476190476,0.355,16.2142857142857,22.5,0.721,100.952380952381,35.8809523809524,81.3095238095238,0.0105,28.3571428571429,59.2380952380952,0.479,7.52380952380952,22.0714285714286,0.341,16.452380952381,22.3333333333333,0.737,95.7380952380952,10.9761904761905,34.0476190476191,45.0238095238095,8.95238095238095,32.1428571428571,41.0952380952381,25.5,47.7,20.8,47.7,58.7,7.3,6.4,12.4,58.2,7.4,8.5,12.6,108.6,0.271,0.338,0.542,0.509,0.195,102.9,0.275,0.271,0.525,0.488,0.202,"A"
