"Rk","Team","Span.Started","Span.Ended","Final.Record","Postseason","G","W","L","W.L.","MP","AST","STL","BLK","TOV","PF","AST_opp","STL_opp","BLK_opp","TOV_opp","PF_opp","MP_opp","FG","FGA","FG.","X2P","X2PA","X2P.","X3P","X3PA","X3P.","FT","FTA","FT.","PTS","FG_opp","FGA_opp","FG._opp","X2P_opp","X2PA_opp","X2P._opp","X3P_opp","X3PA_opp","X3P._opp","FT_opp","FTA_opp","FT._opp","PTS_opp","ORB","DRB","TRB","ORB_opp","DRB_opp","TRB_opp","ORB_perc","TRB_perc","ORB_perc_opp","TRB_perc_opp","AST_perc","STL_perc","BLK_perc","TOV_perc","AST_perc_opp","STL_perc_opp","BLK_perc_opp","TOV_perc_opp","ORtg","FTr","X3PAr","TS_perc","eFG_perc","FTtoFGA","ORtg_opp","FTr_opp","X3PAr_opp","TS_perc_opp","eFG_perc_opp","FTtoFGA_opp","Y"
304,"NYK","2015-10-28","2016-01-16",0.390243902439024,"",42,20,22,0.476,240.595238095238,20.2857142857143,6.02380952380952,5.64285714285714,12.952380952381,20.5238095238095,19.9285714285714,6.85714285714286,4.33333333333333,11.1904761904762,18.8571428571429,240.595238095238,36.8571428571429,83.6190476190476,0.441,29.7142857142857,62.1904761904762,0.478,7.14285714285714,21.4285714285714,0.333,17.9285714285714,21.952380952381,0.817,98.7857142857143,37.4285714285714,85.3333333333333,0.010452380952381,30.7142857142857,64.2857142857143,0.478,6.71428571428571,21.047619047619,0.319,18.2619047619048,24.2857142857143,0.752,99.8333333333333,10.452380952381,33.0714285714286,43.5238095238095,11.6190476190476,32.0952380952381,43.7142857142857,24.6,50.1,26,50.1,55,6.5,8.8,12.2,53.2,7.4,7,10.4,106.2,0.263,0.256,0.53,0.483,0.214,107.4,0.285,0.247,0.52,0.478,0.214,"D"
305,"DET","2010-10-27","2011-01-19",0.365853658536585,"",42,15,27,0.357,244.166666666667,20.2857142857143,7.07142857142857,4.26190476190476,12.5952380952381,19.9047619047619,22.7380952380952,7.30952380952381,4.42857142857143,13.8333333333333,19.452380952381,244.166666666667,36.3095238095238,80.3333333333333,0.452,30.3333333333333,64.4523809523809,0.471,5.97619047619048,15.8809523809524,0.376,17.0238095238095,23.3095238095238,0.73,95.6190476190476,37.8333333333333,78.9285714285714,0.0114047619047619,31.7619047619048,61.8809523809524,0.513,6.07142857142857,17.047619047619,0.356,18.0714285714286,23.8333333333333,0.758,99.8095238095238,10.7142857142857,27.5952380952381,38.3095238095238,10.9761904761905,30.6666666666667,41.6428571428571,25.9,52.1,28.5,52.1,55.9,7.9,6.9,12.2,60.1,8.1,6.9,13.4,106.3,0.29,0.198,0.528,0.489,0.212,111,0.302,0.216,0.558,0.518,0.229,"D"
306,"UTA","2014-10-29","2015-01-21",0.463414634146341,"",42,14,28,0.333,240,20.2619047619048,6.78571428571429,5.88095238095238,14.3095238095238,18.8809523809524,20.0714285714286,8.33333333333333,4.64285714285714,11.7619047619048,19.2380952380952,240,35.5714285714286,79.0952380952381,0.45,28.6666666666667,58.5,0.49,6.90476190476191,20.5952380952381,0.335,17.3571428571429,23.1190476190476,0.751,95.4047619047619,37.7380952380952,81.3095238095238,0.011047619047619,30.0952380952381,60.8333333333333,0.495,7.64285714285714,20.4761904761905,0.373,15.952380952381,20.7142857142857,0.77,99.0714285714286,11.6190476190476,30.8095238095238,42.4285714285714,10,29.2857142857143,39.2857142857143,28.4,48.1,24.5,48.1,57,7.6,9.7,13.8,53.2,9.3,7.9,11.5,106.4,0.292,0.26,0.534,0.493,0.219,110.5,0.255,0.252,0.548,0.511,0.196,"C"
307,"UTA","2013-10-30","2014-01-18",0.304878048780488,"",42,14,28,0.333,241.190476190476,20.2619047619048,7.09523809523809,4.88095238095238,14.4047619047619,21.047619047619,20.4047619047619,7.83333333333333,5,12.7142857142857,20.5,241.190476190476,35.8809523809524,81.5714285714286,0.44,29.2857142857143,63.0476190476191,0.465,6.59523809523809,18.5238095238095,0.356,16.0714285714286,21.2857142857143,0.755,94.4285714285714,37.7857142857143,80.7142857142857,0.0111428571428571,31.1428571428571,62,0.502,6.64285714285714,18.7142857142857,0.355,18.7142857142857,24.547619047619,0.762,100.928571428571,11.0714285714286,30.2619047619048,41.3333333333333,10.7380952380952,32.5,43.2380952380952,25.4,51.1,26.2,51.1,56.5,7.7,7.9,13.7,54,8.5,7.9,12.2,103.1,0.261,0.227,0.519,0.48,0.197,110.2,0.304,0.232,0.551,0.509,0.232,"D"
308,"IND","2015-10-28","2016-01-19",0.548780487804878,"Playoffs",42,23,19,0.548,242.380952380952,20.2380952380952,9.52380952380952,4.38095238095238,14.8333333333333,19.5,20.1666666666667,8.28571428571429,4.64285714285714,16.2380952380952,21.047619047619,242.380952380952,37.9285714285714,84.8809523809524,0.447,29.3809523809524,60.5,0.486,8.54761904761905,24.3809523809524,0.351,18.1428571428571,24.1190476190476,0.752,102.547619047619,37.3571428571429,84.9761904761905,0.0104761904761905,29.3571428571429,60.6190476190476,0.484,8,24.3571428571429,0.328,16.7380952380952,22.6428571428571,0.739,99.4523809523809,10.2857142857143,33.2857142857143,43.5714285714286,11.2380952380952,34.1190476190476,45.3571428571429,23.2,51,25.2,51,53.4,9.8,7.2,13.4,54,8.5,7.7,14.6,105.1,0.284,0.287,0.537,0.497,0.214,101.9,0.266,0.287,0.524,0.487,0.197,"C"
309,"CLE","2018-10-17","2019-01-09",0.231707317073171,"",42,8,34,0.19,240,20.1904761904762,6.85714285714286,2.5,12.9285714285714,20.8095238095238,24.8095238095238,7.23809523809524,5.52380952380952,11.8571428571429,19.3333333333333,240,38.4761904761905,86.6666666666667,0.444,29.1428571428571,60.7142857142857,0.48,9.33333333333333,25.952380952381,0.36,16.1904761904762,20.4047619047619,0.793,102.47619047619,42.8571428571429,87.0476190476191,0.0117142857142857,31.5952380952381,56.4285714285714,0.56,11.2619047619048,30.6190476190476,0.368,16.0714285714286,20.9047619047619,0.769,113.047619047619,10.8571428571429,31.3571428571429,42.2142857142857,9.78571428571429,33.5952380952381,43.3809523809524,24.4,50.7,23.8,50.7,52.5,7.2,4.4,11.9,57.9,7.6,9.1,11,107.3,0.235,0.299,0.536,0.498,0.187,118.3,0.24,0.352,0.587,0.557,0.185,"D"
310,"NYK","2013-10-30","2014-01-22",0.451219512195122,"",42,15,27,0.357,242.380952380952,20.1904761904762,7.95238095238095,4.57142857142857,12.3095238095238,22.6428571428571,19.8571428571429,6.09523809523809,3.83333333333333,14.2380952380952,19.7142857142857,242.380952380952,35.8333333333333,82.7619047619048,0.433,27.3095238095238,58.7857142857143,0.465,8.52380952380952,23.9761904761905,0.356,14.9761904761905,19.7380952380952,0.759,95.1666666666667,35.4047619047619,76.8333333333333,0.0109761904761905,27.0238095238095,53.7380952380952,0.503,8.38095238095238,23.0952380952381,0.363,20.1428571428571,26.0238095238095,0.774,99.3333333333333,10.7142857142857,29.5952380952381,40.3095238095238,9.73809523809524,33.2142857142857,42.9523809523809,24.4,51.6,24.8,51.6,56.3,8.8,8.5,11.9,56.1,6.7,6.5,13.9,105.1,0.238,0.29,0.52,0.484,0.181,109.7,0.339,0.301,0.563,0.515,0.262,"D"
311,"BRK","2012-11-03","2013-01-23",0.597560975609756,"Playoffs",42,26,16,0.619,242.97619047619,20.1904761904762,7.21428571428571,4.66666666666667,13.5714285714286,18.6666666666667,20.9047619047619,7.38095238095238,4.33333333333333,13.2380952380952,21.3095238095238,242.97619047619,35.2142857142857,79.6190476190476,0.442,27.6904761904762,57.8571428571429,0.479,7.52380952380952,21.7619047619048,0.346,18.3095238095238,24.4285714285714,0.75,96.2619047619048,36.7857142857143,79.9047619047619,0.010952380952381,30.452380952381,62.7380952380952,0.485,6.33333333333333,17.1666666666667,0.369,14.1904761904762,19.3095238095238,0.735,94.0952380952381,12.6666666666667,29.6428571428571,42.3095238095238,10.7857142857143,28.9047619047619,39.6904761904762,30.5,48.4,26.7,48.4,57.3,8.1,7.4,13.1,56.8,8.3,7.5,13,108.8,0.307,0.273,0.533,0.49,0.23,106.3,0.242,0.215,0.532,0.5,0.178,"B"
312,"OKC","2014-10-29","2015-01-21",0.548780487804878,"",42,22,20,0.524,242.380952380952,20.1666666666667,7.19047619047619,5.78571428571429,14.3571428571429,22.7380952380952,22.047619047619,7.73809523809524,4.52380952380952,13.1428571428571,20.4047619047619,242.380952380952,37.5952380952381,84.9047619047619,0.443,30.2857142857143,62.0952380952381,0.488,7.30952380952381,22.8095238095238,0.32,17.6904761904762,23.8095238095238,0.743,100.190476190476,36.2380952380952,84.2142857142857,0.0102380952380952,28.047619047619,59.6428571428571,0.47,8.19047619047619,24.5714285714286,0.333,17.9047619047619,24.0714285714286,0.744,98.5714285714286,12.1666666666667,34.7142857142857,46.8809523809524,11.0238095238095,31.547619047619,42.5714285714286,27.8,47.6,24.1,47.6,53.6,7.6,9.7,13.1,60.8,8.2,7.3,12.2,105.8,0.28,0.269,0.525,0.486,0.208,104.1,0.286,0.292,0.52,0.479,0.213,"C"
313,"ORL","2014-10-28","2015-01-14",0.304878048780488,"",42,15,27,0.357,240.595238095238,20.1666666666667,7.35714285714286,3.54761904761905,14.0952380952381,21.2380952380952,22.3571428571429,7.30952380952381,5.73809523809524,13.2380952380952,18.3809523809524,240.595238095238,36.9047619047619,81.2619047619048,0.454,29.8809523809524,62.1666666666667,0.481,7.02380952380952,19.0952380952381,0.368,14,19.1904761904762,0.73,94.8333333333333,37.5714285714286,81.5714285714286,0.0109761904761905,30.2142857142857,60.4285714285714,0.5,7.35714285714286,21.1428571428571,0.348,17.4761904761905,23.5238095238095,0.743,99.9761904761905,8.80952380952381,31.9285714285714,40.7380952380952,9.90476190476191,33.5952380952381,43.5,20.8,51.6,23.7,51.6,54.6,7.9,5.9,13.6,59.5,7.8,9.2,12.6,101.8,0.236,0.235,0.529,0.497,0.172,107.3,0.288,0.259,0.544,0.506,0.214,"D"
314,"PHI","2015-10-28","2016-01-16",0.121951219512195,"",42,5,37,0.119,240.595238095238,20.1428571428571,8.14285714285714,6.54761904761905,17.2857142857143,21.7619047619048,22.8095238095238,8.90476190476191,6.28571428571429,14.5238095238095,19.4047619047619,240.595238095238,35.1904761904762,81.7380952380952,0.431,26.9285714285714,56.4523809523809,0.477,8.26190476190476,25.2857142857143,0.327,15.1904761904762,22.3809523809524,0.679,93.8333333333333,38.5952380952381,83.8095238095238,0.0109761904761905,31.0714285714286,62.5238095238095,0.497,7.52380952380952,21.2857142857143,0.353,20.1428571428571,25.7380952380952,0.783,104.857142857143,9.80952380952381,31.952380952381,41.7619047619048,10.3571428571429,34.7857142857143,45.1428571428571,22,51.9,24.5,51.9,57.2,8.4,10.5,15.9,59.1,9.2,11.1,13.2,96.9,0.274,0.309,0.512,0.481,0.186,108.3,0.307,0.254,0.551,0.505,0.24,"D"
315,"CHO","2014-10-29","2015-01-19",0.402439024390244,"",42,17,25,0.405,244.166666666667,20.047619047619,5.73809523809524,4.97619047619048,10.952380952381,18.5714285714286,22.1666666666667,6,5.40476190476191,12.3333333333333,21.547619047619,244.166666666667,36.3095238095238,85.1428571428571,0.426,30.3809523809524,66.3571428571429,0.458,5.92857142857143,18.7857142857143,0.316,17.2142857142857,23.3571428571429,0.737,95.7619047619048,37.1190476190476,83.2142857142857,0.0106190476190476,29.0952380952381,60.4285714285714,0.481,8.02380952380952,22.7857142857143,0.352,15.547619047619,19.9761904761905,0.778,97.8095238095238,10.2142857142857,33.4761904761905,43.6904761904762,8.19047619047619,34.5,42.6904761904762,22.8,49.4,19.7,49.4,55.2,6.1,8.2,10.3,59.7,6.4,8.1,11.8,102.2,0.274,0.221,0.502,0.461,0.202,104.4,0.24,0.274,0.532,0.494,0.187,"D"
316,"DAL","2016-10-26","2017-01-19",0.402439024390244,"",42,14,28,0.333,241.190476190476,20,7.64285714285714,3.80952380952381,11.4285714285714,19.2619047619048,21,6.47619047619048,3.38095238095238,14.8333333333333,19.1190476190476,241.190476190476,35.5714285714286,81.8809523809524,0.434,24.8333333333333,51.5714285714286,0.482,10.7380952380952,30.3095238095238,0.354,13.8333333333333,17.4285714285714,0.794,95.7142857142857,36.4285714285714,77.2380952380952,0.0112380952380952,26.547619047619,52.7619047619048,0.503,9.88095238095238,24.4761904761905,0.404,17.6666666666667,22.7619047619048,0.776,100.404761904762,8.14285714285714,29.6666666666667,37.8095238095238,8.47619047619048,35.4761904761905,43.9523809523809,18.7,53.8,22.2,53.8,56.2,8.4,7.2,11.3,57.6,7.1,6.6,14.5,104.9,0.213,0.37,0.534,0.5,0.169,110,0.295,0.317,0.575,0.536,0.229,"D"
317,"HOU","2013-10-30","2014-01-18",0.658536585365854,"Playoffs",42,27,15,0.643,241.785714285714,20,7.42857142857143,6.04761904761905,15.3809523809524,20.3571428571429,21.2142857142857,8.66666666666667,5.69047619047619,13.3571428571429,24.8809523809524,241.785714285714,37.1904761904762,78.7857142857143,0.472,28.3571428571429,52.9761904761905,0.535,8.83333333333333,25.8095238095238,0.342,21.9047619047619,31.7857142857143,0.689,105.119047619048,38.4285714285714,88.0952380952381,0.0103809523809524,30.6428571428571,65.7142857142857,0.466,7.78571428571429,22.3809523809524,0.348,17.1428571428571,22.7857142857143,0.752,101.785714285714,10.9047619047619,34.1190476190476,45.0238095238095,12.4761904761905,29.8809523809524,42.3571428571429,26.7,48.5,26.8,48.5,53.8,7.8,9.2,14.2,55.2,9.1,10.7,12,109.9,0.403,0.328,0.567,0.528,0.278,106.4,0.259,0.254,0.519,0.48,0.195,"B"
318,"MEM","2010-10-27","2011-01-19",0.560975609756098,"Playoffs",42,19,23,0.452,243.571428571429,20,9.35714285714286,4.92857142857143,14.1428571428571,21.4761904761905,21.4761904761905,7.61904761904762,6.42857142857143,16.4285714285714,21.4047619047619,243.571428571429,38.3333333333333,83.5,0.459,34.1428571428571,71.0714285714286,0.48,4.19047619047619,12.4285714285714,0.337,18.4047619047619,24.8571428571429,0.74,99.2619047619048,36.5,79.3333333333333,0.010952380952381,29.2142857142857,59.5476190476191,0.491,7.28571428571429,19.7857142857143,0.368,18.6190476190476,24.6666666666667,0.755,98.9047619047619,11.6190476190476,29,40.6190476190476,11.2142857142857,30.6190476190476,41.8333333333333,27.5,50.7,27.9,50.7,52.2,10,8.3,13,58.8,8.1,9,15.4,106.1,0.298,0.149,0.526,0.484,0.22,105.7,0.311,0.249,0.548,0.506,0.235,"C"
319,"CHA","2011-12-26","2012-03-15",0.106060606060606,"",42,6,36,0.143,240.595238095238,19.9761904761905,6.26190476190476,5.83333333333333,13.6190476190476,19.3809523809524,22.5238095238095,7.5,6,13.1904761904762,19.5952380952381,240.595238095238,33.4761904761905,80.7619047619048,0.415,29.2857142857143,66.9047619047619,0.438,4.19047619047619,13.8571428571429,0.302,15.8333333333333,21.3809523809524,0.741,86.9761904761905,38.3095238095238,81.9761904761905,0.0111190476190476,32,64.2857142857143,0.498,6.30952380952381,17.6904761904762,0.357,17.2619047619048,23.1190476190476,0.747,100.190476190476,10.452380952381,29.4047619047619,39.8571428571429,12.047619047619,33.4523809523809,45.5,23.8,53.3,29.1,53.3,59.7,6.9,9.1,13.1,58.8,8.3,9,12.5,95.7,0.265,0.172,0.482,0.44,0.196,110.2,0.282,0.216,0.544,0.506,0.211,"D"
320,"MIA","2014-10-29","2015-01-21",0.451219512195122,"",42,18,24,0.429,240,19.952380952381,8.19047619047619,4.07142857142857,13.452380952381,19.9047619047619,20.6428571428571,7.47619047619048,4.28571428571429,13.9761904761905,20.5952380952381,240,34,74.3809523809524,0.457,26.8571428571429,53.8095238095238,0.499,7.14285714285714,20.5714285714286,0.347,17.7857142857143,24.0714285714286,0.739,92.9285714285714,35.8095238095238,78.0238095238095,0.0109285714285714,27.5714285714286,55.0476190476191,0.501,8.23809523809524,22.9761904761905,0.359,16.8095238095238,22.7857142857143,0.738,96.6666666666667,8.35714285714286,28.7142857142857,37.0714285714286,10.5952380952381,29.7380952380952,40.3333333333333,21.9,52.1,27,52.1,58.7,9.3,7.4,13.7,57.6,8.5,8,13.7,105.1,0.324,0.277,0.547,0.505,0.239,109.3,0.292,0.294,0.549,0.512,0.215,"D"
321,"CHA","2013-10-30","2014-01-18",0.524390243902439,"Playoffs",42,17,25,0.405,242.380952380952,19.952380952381,6.42857142857143,5.04761904761905,12.1428571428571,18.8333333333333,21.0714285714286,6.52380952380952,5.80952380952381,13.8095238095238,21.3571428571429,242.380952380952,35.0238095238095,81.5238095238095,0.43,29.6190476190476,65.7619047619048,0.45,5.40476190476191,15.7619047619048,0.343,18.4047619047619,25.2619047619048,0.729,93.8571428571429,36.4523809523809,82.0952380952381,0.0105714285714286,28.2619047619048,60.4047619047619,0.468,8.19047619047619,21.6904761904762,0.378,15.7857142857143,20.8333333333333,0.758,96.8809523809524,9.42857142857143,32.4285714285714,41.8571428571429,9.78571428571429,34.8333333333333,44.6190476190476,21.3,51.6,23.2,51.6,57,6.9,8.4,11.6,57.8,7,8.8,13.1,100.9,0.31,0.193,0.507,0.463,0.226,104.1,0.254,0.264,0.531,0.494,0.192,"C"
322,"SAC","2013-10-30","2014-01-24",0.341463414634146,"",42,15,27,0.357,242.380952380952,19.952380952381,7.54761904761905,4.07142857142857,14.4285714285714,22.952380952381,23.1904761904762,7.88095238095238,6.04761904761905,14.1666666666667,22.6904761904762,242.380952380952,37.5476190476191,83.8571428571429,0.448,30.4761904761905,63.8095238095238,0.478,7.07142857142857,20.047619047619,0.353,19.7142857142857,25.7619047619048,0.765,101.880952380952,38.5952380952381,82.5714285714286,0.0111190476190476,30,60.0714285714286,0.499,8.59523809523809,22.5,0.382,18.547619047619,25.5,0.727,104.333333333333,11.9285714285714,31.8095238095238,43.7380952380952,10.2619047619048,31.9285714285714,42.1904761904762,27.2,49.1,24.4,49.1,53.1,7.9,6.8,13.2,60.1,8.3,9.5,13.1,106.9,0.307,0.239,0.535,0.49,0.235,109.5,0.309,0.272,0.556,0.519,0.225,"D"
323,"POR","2020-12-23","2021-03-21",0.583333333333333,"Playoffs",42,25,17,0.595,240.595238095238,19.9047619047619,7.11904761904762,4.97619047619048,11.0714285714286,19.3095238095238,25.2380952380952,6.28571428571429,4.35714285714286,12.4285714285714,18.6190476190476,240.595238095238,40.3571428571429,90.5952380952381,0.445,24.2380952380952,48.1428571428571,0.503,16.1190476190476,42.4523809523809,0.38,17.6428571428571,21.1428571428571,0.834,114.47619047619,42.1190476190476,87.7142857142857,0.0114285714285714,28.952380952381,52.8571428571429,0.548,13.1666666666667,34.8571428571429,0.378,18.1190476190476,23.3095238095238,0.777,115.52380952381,10.5238095238095,32.9523809523809,43.4761904761905,10.2380952380952,36,46.2380952380952,22.6,51.5,23.7,51.5,49.3,7.3,9.4,10,59.9,6.4,9.1,11.3,116.9,0.233,0.469,0.573,0.534,0.195,118,0.266,0.397,0.59,0.555,0.207,"B"
324,"MIA","2015-10-28","2016-01-19",0.585365853658537,"Division Champ",42,23,19,0.548,241.785714285714,19.9047619047619,6.35714285714286,6.80952380952381,13.3333333333333,17.2142857142857,20.3333333333333,7.5,4.07142857142857,12.3809523809524,19.7142857142857,241.785714285714,36.3333333333333,79.2380952380952,0.459,29.8095238095238,59.3571428571429,0.502,6.52380952380952,19.8809523809524,0.328,16.8095238095238,22.7857142857143,0.738,96,36.4285714285714,84.0238095238095,0.0103333333333333,29.0952380952381,61.5714285714286,0.473,7.33333333333333,22.452380952381,0.327,15.2380952380952,19.6666666666667,0.775,95.4285714285714,9.09523809523809,34,43.0952380952381,10,32.2619047619048,42.2619047619048,22,49.5,22.7,49.5,54.8,6.9,11.1,13,55.8,8.1,6.9,11.8,104.2,0.288,0.251,0.538,0.5,0.212,103.5,0.234,0.267,0.515,0.477,0.181,"B"
325,"PHI","2014-10-29","2015-01-21",0.219512195121951,"",42,8,34,0.19,241.190476190476,19.9047619047619,9.92857142857143,5.95238095238095,17.7142857142857,21.452380952381,24.8571428571429,10.3571428571429,5.47619047619048,16.7142857142857,20.7619047619048,241.190476190476,33.1428571428571,81,0.409,26.0952380952381,57.2619047619048,0.456,7.04761904761905,23.7380952380952,0.297,16.7380952380952,24.6428571428571,0.679,90.0714285714286,37.7619047619048,82.8095238095238,0.0108571428571429,28.9285714285714,57.7380952380952,0.501,8.83333333333333,25.0714285714286,0.352,18.2857142857143,24.4285714285714,0.749,102.642857142857,11.5714285714286,30.047619047619,41.6190476190476,11.8095238095238,34.8333333333333,46.6428571428571,24.9,52.8,28.2,52.8,60.1,10.4,10.3,16.2,65.8,10.8,9.6,15.2,94.1,0.304,0.293,0.49,0.453,0.207,107.2,0.295,0.303,0.549,0.509,0.221,"D"
326,"OKC","2010-10-27","2011-01-19",0.670731707317073,"Division Champ",42,27,15,0.643,242.97619047619,19.9047619047619,8.23809523809524,5.47619047619048,13.2142857142857,21.952380952381,21.3571428571429,7.07142857142857,4.16666666666667,13.8333333333333,22.5,242.97619047619,36.8095238095238,80.3809523809524,0.458,31.8571428571429,65,0.49,4.95238095238095,15.3809523809524,0.322,25.2619047619048,30.4047619047619,0.831,103.833333333333,38.7857142857143,82.6428571428571,0.0111666666666667,32.7857142857143,66.6428571428571,0.492,6,16,0.375,18.7142857142857,25.1428571428571,0.744,102.285714285714,10.8095238095238,30.9047619047619,41.7142857142857,11.0952380952381,29.547619047619,40.6428571428571,26.8,49.3,26.4,49.3,54.1,8.8,8.2,12.4,55.1,7.5,6.4,12.9,110.8,0.378,0.191,0.554,0.489,0.314,109.1,0.304,0.194,0.546,0.506,0.226,"B"
327,"SAC","2012-10-31","2013-01-21",0.341463414634146,"",42,16,26,0.381,241.785714285714,19.8809523809524,7.90476190476191,4.59523809523809,13.7857142857143,21.2857142857143,23.4047619047619,7.09523809523809,6.69047619047619,13.952380952381,19.7380952380952,241.785714285714,36.6428571428571,83.2619047619048,0.44,30.0714285714286,64.5476190476191,0.466,6.57142857142857,18.7142857142857,0.351,17.2380952380952,22.3809523809524,0.77,97.0952380952381,37.7857142857143,82.5952380952381,0.0108809523809524,30.1190476190476,61.4047619047619,0.491,7.66666666666667,21.1904761904762,0.362,19.6428571428571,25.0714285714286,0.783,102.880952380952,12.0238095238095,28.5,40.5238095238095,13.1428571428571,31.1190476190476,44.2619047619048,27.9,52.2,31.6,52.2,54.3,8.6,7.5,12.9,61.9,7.7,10.4,13,105.8,0.269,0.225,0.521,0.48,0.207,112.1,0.304,0.257,0.549,0.504,0.238,"D"
328,"ORL","2010-10-28","2011-01-19",0.634146341463415,"Playoffs",42,27,15,0.643,241.190476190476,19.8809523809524,6.26190476190476,4.30952380952381,14.2619047619048,20.4285714285714,19.9047619047619,7.40476190476191,4.09523809523809,12.9285714285714,22.2619047619048,241.190476190476,36.2380952380952,77.9761904761905,0.465,26.8571428571429,52.9761904761905,0.507,9.38095238095238,25,0.375,17.8095238095238,25.4761904761905,0.699,99.6666666666667,35.3333333333333,79.3571428571429,0.0105952380952381,29.1428571428571,61.9523809523809,0.47,6.19047619047619,17.4047619047619,0.356,17.8333333333333,24.2380952380952,0.736,94.6904761904762,9.90476190476191,32.3095238095238,42.2142857142857,9.23809523809524,30.1666666666667,39.4047619047619,24.7,48.3,22.2,48.3,54.9,6.8,7,13.8,56.3,8.1,7.7,12.6,109,0.327,0.321,0.559,0.525,0.228,103.5,0.305,0.219,0.526,0.484,0.225,"B"
329,"IND","2012-10-31","2013-01-21",0.604938271604938,"Division Champ",42,26,16,0.619,241.785714285714,19.8095238095238,6.73809523809524,6.95238095238095,14.5,19.3809523809524,19.1190476190476,7.21428571428571,5.54761904761905,12.6904761904762,20.7857142857143,241.785714285714,34.3095238095238,81.1190476190476,0.423,27.7380952380952,61.9047619047619,0.448,6.57142857142857,19.2142857142857,0.342,16.047619047619,21.7857142857143,0.737,91.2380952380952,34,82.3571428571429,0.00983333333333333,28.547619047619,65.8333333333333,0.434,5.45238095238095,16.5238095238095,0.33,15.6190476190476,20.1428571428571,0.775,89.0714285714286,12.9761904761905,33.0238095238095,46,11.3333333333333,30.1666666666667,41.5,30.1,47.4,25.6,47.4,57.7,7.5,10.6,13.8,56.2,8.1,9,12.2,101.9,0.269,0.237,0.503,0.463,0.198,99.5,0.245,0.201,0.488,0.446,0.19,"B"
330,"MIA","2010-10-26","2011-01-15",0.707317073170732,"Conference Champ",42,30,12,0.714,241.785714285714,19.8095238095238,6.5,5.54761904761905,12.8333333333333,20.6190476190476,20.5714285714286,6.71428571428571,2.88095238095238,12.8571428571429,21.8809523809524,241.785714285714,36.5238095238095,77.2857142857143,0.473,29.7857142857143,59.6666666666667,0.499,6.73809523809524,17.6190476190476,0.382,21.8571428571429,28.4761904761905,0.768,101.642857142857,34.7142857142857,80.9047619047619,0.0102142857142857,28.5238095238095,61.8333333333333,0.461,6.19047619047619,19.0714285714286,0.325,18.1190476190476,24.7857142857143,0.731,93.7380952380952,9.76190476190476,33.0476190476191,42.8095238095238,10.7619047619048,29.6428571428571,40.4047619047619,24.8,48.6,24.6,48.6,54.2,7.1,9,12.5,59.3,7.4,4.8,12.3,111.6,0.368,0.228,0.566,0.516,0.283,102.9,0.306,0.236,0.51,0.467,0.224,"A"
331,"NYK","2018-10-17","2019-01-11",0.207317073170732,"",42,10,32,0.238,242.380952380952,19.7857142857143,7.23809523809524,4.40476190476191,13.3571428571429,21.6428571428571,26.4285714285714,7.26190476190476,6.23809523809524,13.6666666666667,21.2619047619048,242.380952380952,39.2619047619048,91.1428571428571,0.431,29.047619047619,61.5,0.472,10.2142857142857,29.6428571428571,0.345,18.5952380952381,23.9047619047619,0.778,107.333333333333,43.1190476190476,89.9523809523809,0.0114047619047619,31.2380952380952,57.3809523809524,0.544,11.8809523809524,32.5714285714286,0.365,17.8333333333333,23.5238095238095,0.758,115.952380952381,11.5714285714286,33.3571428571429,44.9285714285714,10.8571428571429,36.9285714285714,47.7857142857143,23.9,51.5,24.6,51.5,50.4,7.2,7.7,11.6,61.3,7.2,10.1,12,106.5,0.262,0.325,0.528,0.487,0.204,115.1,0.262,0.362,0.578,0.545,0.198,"D"
332,"MEM","2011-12-26","2012-03-16",0.621212121212121,"Playoffs",42,24,18,0.571,242.380952380952,19.7857142857143,10.1428571428571,5.33333333333333,14.4047619047619,19.8571428571429,19.5714285714286,7.76190476190476,5.61904761904762,17,19.952380952381,242.380952380952,36.9285714285714,82.2142857142857,0.449,33.0952380952381,70.2857142857143,0.471,3.83333333333333,11.9285714285714,0.321,17.3333333333333,23.0714285714286,0.751,95.0238095238095,34.5,78.0952380952381,0.0105238095238095,28,59.9047619047619,0.467,6.5,18.1904761904762,0.357,17.6428571428571,23.2857142857143,0.758,93.1428571428571,11.8809523809524,29.8809523809524,41.7619047619048,11.1904761904762,29.9761904761905,41.1666666666667,28.4,49.6,27.2,49.6,53.6,11,8.9,13.5,56.7,8.4,8,16.1,103.4,0.281,0.145,0.514,0.472,0.211,101.3,0.298,0.233,0.527,0.483,0.226,"B"
